Name,Location,Year,Kilometers,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_nrs
Audi A6 2011-2015 35 TDI Technology,Bharatpur,2015,42000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,109.125
Volkswagen Polo 1.2 MPI Highline,Bharatpur,2015,27000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,19.575
BMW X1 sDrive20d,Butwal,2012,22000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,51.75
Honda City i VTEC SV,Butwal,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,21.375
Hyundai i20 Sportz Option Diesel,Nepaljung,2012,42600,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,22.455
Honda Jazz 1.2 V CVT i VTEC,Janakpur,2018,12794,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,41.175
Maruti Swift 1.3 VXi,Birjung,2006,125000,Petrol,Manual,Fourth & Above,16.1 kmpl,,,,10.575
Honda CR-V 2.4 AT,Nepaljung,2014,88046,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,5,62.955
Mercedes-Benz A Class A180 CDI,Biratnagar,2014,8000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5,88.875
Mahindra XUV500 AT W10 AWD,Janakpur,2018,82739,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,75.465
Mahindra Bolero SLX 2WD,Biratnagar,2006,193000,Diesel,Manual,Third,13.6 kmpl,2523 CC,63 bhp,7,11.25
Renault Scala RxL AT,Bharatpur,2013,7000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,16.425
Land Rover Freelander 2 HSE SD4,Itahari,2012,60000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5,105.75
Maruti Alto 800 VXI,Hetauda,2017,38000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,13.995
Toyota Etios G,Ratnanagar,2013,56344,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,20.565
Hyundai i20 Sportz Option,Bharatpur,2014,17858,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,23.94
Hyundai i10 Sportz,Nepaljung,2012,53000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,14.4
Maruti Swift VDI BSIV,Ratnanagar,2016,67906,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,25.335
Hyundai EON Magna Plus,Nepaljung,2015,19000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,13.5
BMW 3 Series 320d,Bharatpur,2010,67000,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5,41.625
Tata Indigo XL Classic Dicor,Kathmandu,2011,80000,Diesel,Manual,First,23.57 kmpl,1396 CC,70 bhp,5,5.4
Maruti Alto 800 LXI,Kathmandu,2015,61000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,9.675
Volkswagen Polo Diesel Highline 1.2L,Hetauda,2010,39000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,13.725
Toyota Corolla Altis VL AT,Itahari,2014,59000,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,51.75
Hyundai Santro Xing GLS,Nepaljung,2008,80931,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,10.35
Maruti Swift ZXI,Butwal,2016,34000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,22.275
Renault Scala Diesel RxL,Nepaljung,2013,130000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,21.375
Maruti Vitara Brezza ZDi Plus,Janakpur,2018,52380,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,45.675
Nissan Micra XV,Butwal,2011,44000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,11.925
Ford Figo Diesel EXI,Nepaljung,2015,84000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,17.1
Honda CR-V 2.0 AT,Ratnanagar,2017,41697,Petrol,Automatic,First,13.1 kmpl,1997 CC,141.1 bhp,5,75.06
Nissan Terrano XV 110 PS,Hetauda,2014,163000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,22.5
Toyota Etios Liva 1.2 G,Pokhara,2011,42000,Petrol,Manual,Second,17.71 kmpl,1197 CC,78.9 bhp,5,16.875
Hyundai i20 Asta 1.4 CRDi,Birjung,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5,18.495
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Pokhara,2015,32200,Petrol,Manual,Second,18.16 kmpl,1196 CC,86.8 bhp,5,19.125
Mitsubishi Pajero 2.8 GLX CRZ,Bharatpur,2004,129000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,15.525
Audi A4 2.0 TDI 177 Bhp Premium Plus,Biratnagar,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,101.25
Toyota Innova 2.0 E,Kathmandu,2006,150000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,20.25
Chevrolet Aveo U-VA 1.2 LS,Birjung,2007,140000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,4.05
Hyundai Getz GLS,Nepaljung,2006,63181,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,8.325
Honda Amaze S i-Dtech,Butwal,2013,39575,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,14.625
Maruti Swift VDI BSIV W ABS,Hetauda,2010,63600,Diesel,Manual,Second,17.8 kmpl,1248 CC,null bhp,5,13.95
Ford Ecosport 1.5 DV5 MT Titanium Optional,Janakpur,2014,70374,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,33.03
Volkswagen CrossPolo 1.5 TDI,Butwal,2015,26256,Diesel,Manual,First,20.14 kmpl,1498 CC,88.5 bhp,5,19.125
Hyundai Elite i20 Petrol Sportz,Kathmandu,2016,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,29.025
Toyota Innova 2.5 V Diesel 8-seater,Pokhara,2011,122000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,48.375
Mercedes-Benz M-Class ML 250 CDI,Butwal,2015,58589,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,5,124.875
Maruti Wagon R LX BSIII,Birjung,2005,115000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,4.455
Ford Endeavour 2.2 Trend AT 4X2,Hetauda,2016,75000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7,108
Hyundai Elite i20 Petrol Sportz,Birjung,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,27.45
Honda WRV i-VTEC VX,Itahari,2017,32248,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,37.125
Volkswagen Polo Petrol Highline 1.2L,Biratnagar,2013,74000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,20.925
Honda CR-V 2.0L 2WD MT,Bharatpur,2014,56100,Petrol,Manual,First,13.7 kmpl,1997 CC,153.86 bhp,5,43.875
Hyundai Grand i10 1.2 Kappa Asta,Biratnagar,2014,61325,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,19.8
Maruti Swift Dzire VXI,Butwal,2014,33000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,17.955
BMW 5 Series 2003-2012 530d,Janakpur,2016,18090,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5,205.785
Ford Ecosport 1.5 DV5 MT Ambiente,Ratnanagar,2014,71390,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,23.715
Maruti Wagon R LXI CNG,Bharatpur,2014,41000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,15.75
Honda City i DTec V,Itahari,2016,67000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,32.625
Tata Indigo LS,Pokhara,2008,99000,Diesel,Manual,Second,17.0 kmpl,1405 CC,70 bhp,5,7.2
Renault Duster 110PS Diesel RxL,Hetauda,2014,142000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5,27
Hyundai i10 Sportz,Pokhara,2010,26966,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.5
Honda Jazz 1.2 SV i VTEC,Bharatpur,2015,27628,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,22.275
Maruti SX4 S Cross DDiS 200 Zeta,Nepaljung,2016,82497,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,40.455
Honda Accord VTi-L MT,Bharatpur,2007,86000,Petrol,Manual,Third,11.9 kmpl,2354 CC,144 bhp,5,8.325
Volkswagen Polo Petrol Comfortline 1.2L,Janakpur,2016,26981,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,27.72
Maruti Ritz VDi,Nepaljung,2010,110471,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,15.75
Honda Amaze S Petrol,Birjung,2014,69000,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,20.25
Hyundai i20 1.2 Asta Option,Nepaljung,2017,12000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,34.875
Renault Duster 85PS Diesel RxL,Nepaljung,2014,77500,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,29.7
Hyundai Grand i10 Magna,Ratnanagar,2014,48031,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,22.41
BMW 3 Series 320d Highline,Pokhara,2008,170000,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5,43.875
Ford Ecosport 1.5 DV5 MT Trend,Bharatpur,2014,69565,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,24.975
Volkswagen Vento 1.5 TDI Highline AT,Nepaljung,2016,45492,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,5,46.35
Honda Accord 2.4 AT,Pokhara,2011,85000,Petrol,Automatic,Second,11.7 kmpl,2354 CC,177.6 bhp,5,33.75
Chevrolet Aveo 1.4,Nepaljung,2008,55902,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5,8.1
Volkswagen Polo 1.2 MPI Highline Plus,Nepaljung,2017,18500,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,28.125
Mahindra Xylo D4 BS III,Nepaljung,2015,129750,Diesel,Manual,Second,14.95 kmpl,2489 CC,93.7 bhp,7,30.6
Hyundai i10 Magna AT,Nepaljung,2009,50902,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,13.5
Mahindra XUV500 W8 4WD,Janakpur,2015,84725,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,52.2
Hyundai Elantra CRDi SX,Bharatpur,2013,40000,Diesel,Manual,Second,22.7 kmpl,1582 CC,126.24 bhp,5,31.275
Volkswagen Passat 1.8 TSI MT,Bharatpur,2010,60000,Petrol,Manual,Third,14.3 kmpl,1798 CC,160 bhp,5,15.75
Hyundai Grand i10 1.2 Kappa Sportz,Janakpur,2014,33496,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,24.75
Hyundai i20 Asta Option 1.2,Bharatpur,2015,25000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,25.425
Chevrolet Enjoy TCDi LS 8 Seater,Itahari,2013,71000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,14.625
Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Janakpur,2015,20826,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.6 bhp,5,34.74
Hyundai Creta 1.6 CRDi SX,Hetauda,2016,42244,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,54
Chevrolet Beat Diesel PS,Birjung,2013,98598,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,6.975
Toyota Fortuner 3.0 Diesel,Kathmandu,2011,62100,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,48.375
Hyundai i20 Sportz Option 1.2,Janakpur,2016,44238,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,30.24
Audi Q7 3.0 TDI quattro,Janakpur,2012,91743,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,128.475
Porsche Panamera Diesel,Biratnagar,2013,19828,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4,337.5
Honda City i VTEC VX,Nepaljung,2016,36891,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,47.205
Mahindra Quanto C4,Nepaljung,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,17.1
Audi A4 2.0 TDI Multitronic,Itahari,2012,74002,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,83.25
Hyundai Sonata Transform 2.4 GDi AT,Butwal,2013,41000,Petrol,Automatic,First,12.37 kmpl,2359 CC,198.25 bhp,5,27
Hyundai Verna 1.6 SX,Nepaljung,2012,83678,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,24.75
Maruti Wagon R LXI BS IV,Hetauda,2010,91000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,10.35
Maruti Ertiga SHVS ZDI Plus,Birjung,2016,50000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,39.15
Hyundai Xcent 1.1 CRDi S Option,Kathmandu,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,5,22.275
Maruti Swift VDI,Birjung,2012,80000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,19.125
Mahindra XUV500 W6 2WD,Ratnanagar,2017,41290,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,49.23
BMW 5 Series 520d Luxury Line,Kathmandu,2013,65000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,95.67
Toyota Corolla Altis 1.8 G,Biratnagar,2016,16471,Petrol,Manual,Second,14.28 kmpl,1798 CC,138.03 bhp,5,51.75
Hyundai i20 Asta 1.4 CRDi,Hetauda,2015,54339,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,27
Mahindra KUV 100 mFALCON G80 K2,Nepaljung,2016,24025,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,18.45
Maruti Alto 800 2016-2019 LXI,Butwal,2013,24027,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,9.045
Fiat Punto EVO 1.2 Emotion,Nepaljung,2010,59270,Petrol,Manual,First,15.7 kmpl,1172 CC,67 bhp,5,11.7
Maruti Wagon R VXI BS IV,Butwal,2012,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,10.575
Mitsubishi Pajero 4X4 LHD,Biratnagar,2012,155566,Diesel,Manual,Second,9.5 kmpl,2835 CC,118.6 bhp,6,41.175
Honda Brio EX MT,Pokhara,2013,42320,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,13.05
Hyundai i20 Asta Option 1.4 CRDi,Janakpur,2017,24153,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,41.31
Hyundai Creta 1.6 SX Plus Petrol Automatic,Bharatpur,2016,27000,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,51.525
Maruti Alto Green LXi (CNG),Nepaljung,2012,92000,CNG,Manual,Second,26.83 km/kg,796 CC,38.4 bhp,5,9.45
Honda Amaze S i-VTEC,Ratnanagar,2017,61795,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,24.885
Mahindra KUV 100 mFALCON G80 K6 Plus,Pokhara,2016,13500,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,16.875
Honda City i-VTEC CVT VX,Hetauda,2018,4500,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,56.25
Mahindra XUV500 AT W10 FWD,Bharatpur,2017,23000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,69.75
Hyundai Santro GLS I - Euro I,Hetauda,2011,65400,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,9.45
Mercedes-Benz New C-Class 220 CDI AT,Bharatpur,2013,80578,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5,65.25
Renault Duster 110PS Diesel RxZ AMT,Janakpur,2017,42646,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,56.07
Volkswagen Polo 1.2 MPI Comfortline,Biratnagar,2014,30000,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,23.625
BMW 5 Series 520d Sedan,Kathmandu,2012,90000,Diesel,Automatic,First,18.48 kmpl,,,,65.25
Mercedes-Benz S Class 2005 2013 S 350 CDI,Biratnagar,2009,98000,Diesel,Automatic,Second,13.5 kmpl,2987 CC,282 bhp,5,112.5
Hyundai Santro GLS II - Euro II,Ratnanagar,2012,66400,Petrol,Manual,First,0.0 kmpl,,,,11.97
Jaguar XJ 3.0L Premium Luxury,Nepaljung,2012,50000,Diesel,Automatic,First,12.9 kmpl,2993 CC,271.23 bhp,4,202.5
Maruti Swift VDI,Birjung,2015,63310,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,22.95
Honda Amaze S i-Dtech,Kathmandu,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,15.75
BMW 3 Series 320d Highline,Itahari,2011,74000,Diesel,Automatic,Second,16.07 kmpl,1995 CC,181 bhp,5,56.25
Hyundai Verna 1.4 EX,Nepaljung,2012,93000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5,24.975
Toyota Fortuner 4x2 4 Speed AT,Kathmandu,2015,70000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,87.66
Maruti Swift VXI,Itahari,2012,48772,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,17.595
Chevrolet Beat LS,Pokhara,2010,66000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,9.855
Hyundai Grand i10 Asta Option AT,Janakpur,2017,27417,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,31.005
Ford Figo Petrol ZXI,Janakpur,2011,51593,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,15.615
Nissan Teana 230jM,Bharatpur,2008,86340,Petrol,Automatic,Second,9.1 kmpl,2349 CC,null bhp,5,14.625
Maruti Swift VXI BSIII,Hetauda,2010,75000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,12.825
Audi A4 35 TDI Premium,Janakpur,2016,39237,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,115.38
Honda City V MT,Ratnanagar,2018,11966,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,46.26
Honda Jazz V,Nepaljung,2015,37000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,28.35
Volkswagen Polo 1.5 TDI Highline,Pokhara,2014,70920,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,21.375
Nissan Terrano XL D Option,Nepaljung,2013,65280,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5,26.1
Land Rover Discovery Sport SD4 HSE Luxury 7S,Nepaljung,2016,62000,Diesel,Automatic,First,12.51 kmpl,2179 CC,187.7 bhp,7,200.25
Hyundai i20 Magna Optional 1.2,Ratnanagar,2014,44525,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,20.925
Honda City 1.5 E MT,Birjung,2009,86863,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,16.2
Mahindra XUV500 W10 AWD,Nepaljung,2015,102626,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,55.125
Jeep Compass 2.0 Limited Option 4X4,Birjung,2017,45000,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,90
Mahindra XUV500 W10 AWD,Birjung,2017,22000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,72
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Janakpur,2011,108905,Diesel,Automatic,Second,11.79 kmpl,2179 CC,120 bhp,8,27.945
Datsun GO Plus T,Butwal,2016,12800,Petrol,Manual,First,19.44 kmpl,1198 CC,67 bhp,7,14.625
Mahindra Scorpio S6 Plus 7 Seater,Butwal,2016,32000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,43.875
Honda Amaze S AT i-Vtech,Bharatpur,2014,39000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,20.025
Honda City i-DTEC ZX,Hetauda,2017,42000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,54
Tata Indigo GLE,Pokhara,2008,73000,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5,3.6
Hyundai Grand i10 1.2 CRDi Sportz,Pokhara,2018,48000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,26.775
Maruti Alto 800 2016-2019 CNG LXI,Hetauda,2015,18000,CNG,Manual,First,33.44 km/kg,796 CC,40.3 bhp,4,13.5
Hyundai Verna 1.4 CX VTVT,Butwal,2014,19000,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,23.625
Toyota Innova Crysta 2.4 VX MT,Janakpur,2019,33598,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,99.9
BMW X1 sDrive20d,Birjung,2012,63000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,60.75
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Pokhara,2015,48000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5,60.75
Ford Figo Diesel ZXI,Kathmandu,2014,66000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,15.615
Mahindra Ssangyong Rexton RX7,Itahari,2013,80000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7,42.75
Volkswagen Vento Petrol Highline,Pokhara,2011,37000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,21.6
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Ratnanagar,2016,35058,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5,29.43
Volkswagen Polo Petrol Comfortline 1.2L,Kathmandu,2012,52000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,13.95
Maruti S Cross DDiS 200 Delta,Nepaljung,2015,61313,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,35.955
Toyota Corolla Altis G,Butwal,2009,45000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,14.85
Maruti Ertiga ZDI,Biratnagar,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,39.375
Hyundai i10 Asta Sunroof AT,Nepaljung,2013,89000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,18.855
Mercedes-Benz CLA 200 CDI Sport,Ratnanagar,2019,13414,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,138.465
Honda City ZX VTEC,Birjung,2006,95000,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5,9.495
Mahindra KUV 100 G80 K8,Birjung,2018,15900,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,28.125
Toyota Fortuner 3.0 Diesel,Kathmandu,2011,151000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,51.3
Honda City 1.5 V MT,Biratnagar,2011,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,23.4
Audi A6 35 TDI Matrix,Janakpur,2017,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,179.28
Ford Figo Diesel ZXI,Janakpur,2013,65287,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,20.025
Mercedes-Benz GLA Class 200 CDI,Butwal,2014,52000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,87.75
Chevrolet Aveo U-VA 1.2 LS,Nepaljung,2007,33000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,7.875
Ford Figo 2015-2019 1.5D Titanium MT,Nepaljung,2016,71000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,22.95
Hyundai Elantra CRDi SX AT,Kathmandu,2013,71000,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5,30.6
Maruti Baleno Zeta CVT,Butwal,2016,20000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,25.83
Maruti Swift LXi BSIV,Nepaljung,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,14.85
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Nepaljung,2010,29000,Diesel,Automatic,First,9.9 kmpl,3498 CC,271.72 bhp,4,144
BMW 3 Series Luxury Line,Itahari,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,157.5
Maruti Dzire AMT ZDI Plus,Pokhara,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,40.05
Hyundai Verna 1.6 SX VTVT,Bharatpur,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,18
Jeep Compass 2.0 Longitude,Ratnanagar,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,87.57
Hyundai Sonata Embera 2.0L CRDi AT,Nepaljung,2009,94000,Diesel,Automatic,First,11.4 kmpl,1991 CC,142 bhp,5,23.625
Maruti Eeco 5 STR With AC Plus HTR CNG,Kathmandu,2013,52000,CNG,Manual,Second,15.1 km/kg,1196 CC,73 bhp,5,11.7
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Butwal,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5,41.49
Hyundai EON Era Plus,Birjung,2013,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,8.1
Tata Indica DLS,Nepaljung,2005,100000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,5,5.85
BMW 5 Series 2013-2017 530d M Sport,Ratnanagar,2015,65266,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,142.875
Maruti Ertiga VDI,Kathmandu,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,26.955
Honda Amaze E i-Vtech,Ratnanagar,2015,51361,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,22.23
Ford Fiesta 1.4 Duratec ZXI,Birjung,2007,125000,Petrol,Manual,Third,16.6 kmpl,1388 CC,68 bhp,5,6.75
Honda Civic 2006-2010 1.8 V MT,Biratnagar,2008,66000,Petrol,Manual,Third,13.5 kmpl,1799 CC,130 bhp,5,14.625
Maruti Wagon R LX DUO BSIII,Nepaljung,2007,65047,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5,8.775
Maruti Ertiga ZDI,Kathmandu,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,29.25
